,Day,Card,Sum
36612,13,3070453,101.62
36613,19,3070453,0.0
36614,20,3070453,0.0
36615,15,3070453,27.86
36616,16,3070453,3.8
36617,17,3070453,33.31
36618,26,3070453,0.0
36619,14,3070453,159.74
36620,3,1020458,201.8
36621,23,1020458,5.0
36622,24,1020458,7.89
36623,27,1020458,13.86
36624,21,1020458,9.84
36625,25,1020458,0.0
36626,29,1020458,0.0
36627,30,1020458,0.0
36628,22,1020458,11.0
36629,28,1020458,0.0
36630,31,1020458,0.0
36631,18,1020458,0.0
36632,13,1020458,51.44
36633,19,1020458,0.0
36634,20,1020458,16.47
36635,15,1020458,8.54
36636,16,1020458,0.0
36637,17,1020458,0.0
36638,26,1020458,0.0
36639,14,1020458,4.0
36640,3,2190092,518.82
36641,23,2190092,98.1
36642,24,2190092,0.0
36643,27,2190092,43.62
36644,21,2190092,71.93
36645,25,2190092,0.0
36646,29,2190092,0.0
36647,30,2190092,0.0
36648,22,2190092,39.83
36649,28,2190092,0.0
36650,31,2190092,0.0
36651,18,2190092,62.92
36652,13,2190092,66.55
36653,19,2190092,0.0
36654,20,2190092,56.55
36655,15,2190092,9.0
36656,16,2190092,20.24
36657,17,2190092,137.28
36658,26,2190092,0.0
36659,14,2190092,104.92
36660,3,3855710,514.01
36661,23,3855710,200.0
36662,24,3855710,48.76
36663,27,3855710,73.04
36664,21,3855710,68.91
36665,25,3855710,0.0
36666,29,3855710,0.0
36667,30,3855710,0.0
36668,22,3855710,0.0
36669,28,3855710,48.93
36670,31,3855710,0.0
36671,18,3855710,0.0
36672,13,3855710,0.0
36673,19,3855710,0.0
36674,20,3855710,0.0
36675,15,3855710,0.0
36676,16,3855710,0.0
36677,17,3855710,0.0
36678,26,3855710,0.0
36679,14,3855710,0.0
36680,3,561558,127.82
36681,23,561558,0.0
36682,24,561558,15.71
36683,27,561558,0.0
36684,21,561558,18.69
36685,25,561558,10.0
36686,29,561558,0.0
36687,30,561558,0.0
36688,22,561558,0.0
36689,28,561558,0.0
36690,31,561558,0.0
36691,18,561558,0.0
36692,13,561558,6.42
36693,19,561558,0.0
36694,20,561558,0.0
36695,15,561558,0.0
36696,16,561558,500.0
36697,17,561558,35.76
36698,26,561558,0.0
36699,14,561558,0.0
36700,3,4125531,733.29
36701,23,4125531,0.0
36702,24,4125531,0.0
36703,27,4125531,300.0
36704,21,4125531,0.0
36705,25,4125531,0.0
36706,29,4125531,0.0
36707,30,4125531,0.0
36708,22,4125531,0.0
36709,28,4125531,0.0
36710,31,4125531,0.0
36711,18,4125531,0.0
36712,13,4125531,0.0
36713,19,4125531,0.0
36714,20,4125531,0.0
36715,15,4125531,0.0
36716,16,4125531,0.0
36717,17,4125531,0.0
36718,26,4125531,0.0
36719,14,4125531,0.0
36720,3,1111908,473.62
36721,23,1111908,0.0
36722,24,1111908,0.0
36723,27,1111908,0.0
36724,21,1111908,0.0
36725,25,1111908,0.0
36726,29,1111908,0.0
36727,30,1111908,0.0
36728,22,1111908,12.45
36729,28,1111908,0.0
36730,31,1111908,0.0
36731,18,1111908,0.0
36732,13,1111908,31.68
36733,19,1111908,0.0
36734,20,1111908,235.76
36735,15,1111908,0.0
36736,16,1111908,15.82
36737,17,1111908,25.33
36738,26,1111908,0.0
36739,14,1111908,24.18
36740,3,329890,0.0
36741,23,329890,0.0
36742,24,329890,0.0
36743,27,329890,0.0
36744,21,329890,0.0
36745,25,329890,0.0
36746,29,329890,0.0
36747,30,329890,0.0
36748,22,329890,0.0
36749,28,329890,0.0
36750,31,329890,0.0
36751,18,329890,0.0
36752,13,329890,0.0
36753,19,329890,0.0
36754,20,329890,0.0
36755,15,329890,0.0
36756,16,329890,0.0
36757,17,329890,20.0
36758,26,329890,0.0
36759,14,329890,0.0
36760,3,220063,22.88
36761,23,220063,0.0
36762,24,220063,120.0
36763,27,220063,68.65
36764,21,220063,0.0
36765,25,220063,0.0
36766,29,220063,0.0
36767,30,220063,10.0
36768,22,220063,0.0
36769,28,220063,0.0
36770,31,220063,0.0
36771,18,220063,103.0
36772,13,220063,0.0
36773,19,220063,20.0
36774,20,220063,0.0
36775,15,220063,0.0
36776,16,220063,0.0
36777,17,220063,0.0
36778,26,220063,0.0
36779,14,220063,0.0
36780,3,2390501,459.32
36781,23,2390501,0.0
36782,24,2390501,0.0
36783,27,2390501,0.0
36784,21,2390501,0.0
36785,25,2390501,0.0
36786,29,2390501,0.0
36787,30,2390501,0.0
36788,22,2390501,0.0
36789,28,2390501,0.0
36790,31,2390501,0.0
36791,18,2390501,0.0
36792,13,2390501,0.0
36793,19,2390501,0.0
36794,20,2390501,0.0
36795,15,2390501,0.0
36796,16,2390501,0.0
36797,17,2390501,0.0
36798,26,2390501,0.0
36799,14,2390501,0.0
36800,3,4178906,0.0
36801,23,4178906,2.14
36802,24,4178906,1.75
36803,27,4178906,0.0
36804,21,4178906,0.0
36805,25,4178906,0.0
36806,29,4178906,2.45
36807,30,4178906,0.0
36808,22,4178906,2.24
36809,28,4178906,0.0
36810,31,4178906,0.0
36811,18,4178906,0.0
36812,13,4178906,0.0
36813,19,4178906,0.0
36814,20,4178906,52.12
36815,15,4178906,0.0
36816,16,4178906,0.0
36817,17,4178906,200.0
36818,26,4178906,0.0
36819,14,4178906,0.0
36820,3,1146769,0.0
36821,23,1146769,0.0
36822,24,1146769,41.54
36823,27,1146769,113.18
36824,21,1146769,0.0
36825,25,1146769,20.0
36826,29,1146769,5.61
36827,30,1146769,2.95
36828,22,1146769,0.0
36829,28,1146769,0.0
36830,31,1146769,0.0
36831,18,1146769,0.0
36832,13,1146769,0.0
36833,19,1146769,204.26
36834,20,1146769,23.51
36835,15,1146769,0.0
36836,16,1146769,0.0
36837,17,1146769,34.24
36838,26,1146769,0.0
36839,14,1146769,0.0
36840,3,937217,96.48
36841,23,937217,0.0
36842,24,937217,0.0
36843,27,937217,0.0
36844,21,937217,0.0
36845,25,937217,0.0
36846,29,937217,0.0
36847,30,937217,0.0
36848,22,937217,0.0
36849,28,937217,0.0
36850,31,937217,0.0
36851,18,937217,0.0
36852,13,937217,0.0
36853,19,937217,0.0
36854,20,937217,0.0
36855,15,937217,0.0
36856,16,937217,0.0
36857,17,937217,0.0
36858,26,937217,0.0
36859,14,937217,0.0
36860,3,589196,31.76
36861,23,589196,0.0
36862,24,589196,0.0
36863,27,589196,0.0
36864,21,589196,0.0
36865,25,589196,0.0
36866,29,589196,0.0
36867,30,589196,0.0
36868,22,589196,0.0
36869,28,589196,0.0
36870,31,589196,0.0
36871,18,589196,0.0
36872,13,589196,0.0
36873,19,589196,0.0
36874,20,589196,0.0
36875,15,589196,0.0
36876,16,589196,0.0
36877,17,589196,0.0
36878,26,589196,0.0
36879,14,589196,0.0
36880,3,922517,111.42
36881,23,922517,38.41
36882,24,922517,0.0
36883,27,922517,43.3
36884,21,922517,10.03
36885,25,922517,25.0
36886,29,922517,0.0
36887,30,922517,0.0
36888,22,922517,15.0
36889,28,922517,8.82
36890,31,922517,2.0
36891,18,922517,0.0
36892,13,922517,59.41
36893,19,922517,0.0
36894,20,922517,165.44
36895,15,922517,0.0
36896,16,922517,0.0
36897,17,922517,1.2
36898,26,922517,8.7
36899,14,922517,21.06
36900,3,848704,35.0
36901,23,848704,0.0
36902,24,848704,0.0
36903,27,848704,0.0
36904,21,848704,0.0
36905,25,848704,0.0
36906,29,848704,0.0
36907,30,848704,0.0
36908,22,848704,0.0
36909,28,848704,0.0
36910,31,848704,0.0
36911,18,848704,0.0
36912,13,848704,0.0
36913,19,848704,0.0
36914,20,848704,0.0
36915,15,848704,0.0
36916,16,848704,5.0
36917,17,848704,0.0
36918,26,848704,0.0
36919,14,848704,0.0
36920,3,1243591,50.0
36921,23,1243591,0.0
36922,24,1243591,0.0
36923,27,1243591,0.0
36924,21,1243591,0.0
36925,25,1243591,0.0
36926,29,1243591,0.0
36927,30,1243591,0.0
36928,22,1243591,113.82
36929,28,1243591,0.0
36930,31,1243591,0.0
36931,18,1243591,0.0
36932,13,1243591,0.0
36933,19,1243591,0.0
36934,20,1243591,0.0
36935,15,1243591,0.0
36936,16,1243591,0.0
36937,17,1243591,0.0
36938,26,1243591,0.0
36939,14,1243591,0.0
36940,3,326548,6.31
36941,23,326548,0.0
36942,24,326548,383.79
36943,27,326548,136.4
36944,21,326548,0.0
36945,25,326548,185.0
36946,29,326548,0.0
36947,30,326548,0.0
36948,22,326548,0.0
36949,28,326548,5.78
36950,31,326548,0.0
36951,18,326548,0.0
36952,13,326548,0.0
36953,19,326548,0.0
36954,20,326548,0.0
36955,15,326548,0.0
36956,16,326548,0.0
36957,17,326548,0.0
36958,26,326548,0.0
36959,14,326548,0.0
36960,3,2638651,0.0
36961,23,2638651,0.0
36962,24,2638651,0.0
36963,27,2638651,19.44
36964,21,2638651,0.0
36965,25,2638651,18.46
36966,29,2638651,9.98
36967,30,2638651,15.38
36968,22,2638651,5.0
36969,28,2638651,0.0
36970,31,2638651,54.58
36971,18,2638651,0.0
36972,13,2638651,50.0
36973,19,2638651,0.0
36974,20,2638651,0.0
36975,15,2638651,25.0
36976,16,2638651,0.0
36977,17,2638651,0.0
36978,26,2638651,0.0
36979,14,2638651,0.0
36980,3,2711703,0.0
36981,23,2711703,0.0
36982,24,2711703,0.0
36983,27,2711703,0.0
36984,21,2711703,1.22
36985,25,2711703,0.0
36986,29,2711703,0.0
36987,30,2711703,0.0
36988,22,2711703,1.82
36989,28,2711703,0.0
36990,31,2711703,0.0
36991,18,2711703,0.0
36992,13,2711703,0.0
36993,19,2711703,0.0
36994,20,2711703,4.12
36995,15,2711703,0.0
36996,16,2711703,0.0
36997,17,2711703,245.98
36998,26,2711703,0.0
36999,14,2711703,0.0
37000,3,826371,326.0
37001,23,826371,0.0
37002,24,826371,0.0
37003,27,826371,0.0
37004,21,826371,0.0
37005,25,826371,0.0
37006,29,826371,0.0
37007,30,826371,0.0
37008,22,826371,0.0
37009,28,826371,0.0
37010,31,826371,0.0
37011,18,826371,0.0
37012,13,826371,0.0
37013,19,826371,0.0
37014,20,826371,0.0
37015,15,826371,0.0
37016,16,826371,0.0
37017,17,826371,0.0
37018,26,826371,0.0
37019,14,826371,0.0
37020,3,61369,80.08
37021,23,61369,0.0
37022,24,61369,56.0
37023,27,61369,0.0
37024,21,61369,31.68
37025,25,61369,3.63
37026,29,61369,0.0
37027,30,61369,0.0
37028,22,61369,52.28
37029,28,61369,0.0
37030,31,61369,0.0
37031,18,61369,0.0
37032,13,61369,0.0
37033,19,61369,0.0
37034,20,61369,138.86
37035,15,61369,0.0
37036,16,61369,0.0
37037,17,61369,0.0
37038,26,61369,0.0
37039,14,61369,0.0
37040,3,369743,80.71
37041,23,369743,0.0
37042,24,369743,0.0
37043,27,369743,37.64
37044,21,369743,0.0
37045,25,369743,0.0
37046,29,369743,100.0
37047,30,369743,0.0
37048,22,369743,20.0
37049,28,369743,0.0
37050,31,369743,0.0
37051,18,369743,0.0
37052,13,369743,4.99
37053,19,369743,0.0
37054,20,369743,82.29
37055,15,369743,0.0
37056,16,369743,0.0
37057,17,369743,20.0
37058,26,369743,0.0
37059,14,369743,0.0
37060,3,1930050,137.09
37061,23,1930050,7.05
37062,24,1930050,0.0
37063,27,1930050,14.2
37064,21,1930050,7.0
37065,25,1930050,0.0
37066,29,1930050,0.0
37067,30,1930050,0.0
37068,22,1930050,49.13
37069,28,1930050,0.0
37070,31,1930050,0.0
37071,18,1930050,0.0
37072,13,1930050,0.0
37073,19,1930050,0.0
37074,20,1930050,0.0
37075,15,1930050,30.0
37076,16,1930050,0.0
37077,17,1930050,0.0
37078,26,1930050,0.0
37079,14,1930050,0.0
37080,3,627716,115.15
37081,23,627716,0.0
37082,24,627716,0.0
37083,27,627716,0.0
37084,21,627716,0.0
37085,25,627716,0.0
37086,29,627716,0.0
37087,30,627716,0.0
37088,22,627716,115.46
37089,28,627716,0.0
37090,31,627716,0.0
37091,18,627716,12.0
37092,13,627716,0.0
37093,19,627716,0.0
37094,20,627716,0.0
37095,15,627716,5.0
37096,16,627716,0.0
37097,17,627716,6.0
37098,26,627716,0.0
37099,14,627716,200.0
37100,3,232445,0.0
37101,23,232445,0.0
37102,24,232445,495.0
37103,27,232445,0.0
37104,21,232445,0.0
37105,25,232445,0.0
37106,29,232445,0.0
37107,30,232445,0.0
37108,22,232445,0.0
37109,28,232445,0.0
37110,31,232445,0.0
37111,18,232445,0.0
37112,13,232445,0.0
37113,19,232445,0.0
37114,20,232445,0.0
37115,15,232445,0.0
37116,16,232445,0.0
37117,17,232445,0.0
37118,26,232445,0.0
37119,14,232445,0.0
37120,3,2724992,27.28
37121,23,2724992,0.0
37122,24,2724992,0.0
37123,27,2724992,79.14
37124,21,2724992,0.0
37125,25,2724992,0.0
37126,29,2724992,0.0
37127,30,2724992,0.0
37128,22,2724992,0.0
37129,28,2724992,0.0
37130,31,2724992,0.0
37131,18,2724992,0.0
37132,13,2724992,4.66
37133,19,2724992,0.0
37134,20,2724992,0.0
37135,15,2724992,0.0
37136,16,2724992,0.0
37137,17,2724992,0.0
37138,26,2724992,0.0
37139,14,2724992,16.42
37140,3,467477,106.38
37141,23,467477,0.0
37142,24,467477,0.0
37143,27,467477,0.82
37144,21,467477,207.6
37145,25,467477,0.0
37146,29,467477,2.06
37147,30,467477,0.0
37148,22,467477,0.0
37149,28,467477,0.0
37150,31,467477,0.0
37151,18,467477,0.0
37152,13,467477,0.0
37153,19,467477,0.0
37154,20,467477,8.75
37155,15,467477,89.54
37156,16,467477,12.6
37157,17,467477,22.88
37158,26,467477,0.0
37159,14,467477,0.0
37160,3,2889896,173.89
37161,23,2889896,0.0
37162,24,2889896,14.78
37163,27,2889896,0.0
37164,21,2889896,1.75
37165,25,2889896,0.0
37166,29,2889896,0.0
37167,30,2889896,130.0
37168,22,2889896,8.34
37169,28,2889896,0.0
37170,31,2889896,21.21
37171,18,2889896,20.44
37172,13,2889896,0.0
37173,19,2889896,0.0
37174,20,2889896,12.84
37175,15,2889896,20.67
37176,16,2889896,5.43
37177,17,2889896,0.0
37178,26,2889896,0.0
37179,14,2889896,374.96
37180,3,913227,175.88
37181,23,913227,0.0
37182,24,913227,0.0
37183,27,913227,6.72
37184,21,913227,0.0
37185,25,913227,0.0
37186,29,913227,0.0
37187,30,913227,0.0
37188,22,913227,0.0
37189,28,913227,0.0
37190,31,913227,0.0
37191,18,913227,0.0
37192,13,913227,0.0
37193,19,913227,0.0
37194,20,913227,0.0
37195,15,913227,330.0
37196,16,913227,0.0
37197,17,913227,0.0
37198,26,913227,0.0
37199,14,913227,0.0
37200,3,3390242,141.21
37201,23,3390242,0.0
37202,24,3390242,0.0
37203,27,3390242,0.0
37204,21,3390242,0.0
37205,25,3390242,0.0
37206,29,3390242,0.0
37207,30,3390242,0.0
37208,22,3390242,0.0
37209,28,3390242,0.0
37210,31,3390242,0.0
37211,18,3390242,0.0
37212,13,3390242,0.0
37213,19,3390242,0.0
37214,20,3390242,0.0
37215,15,3390242,0.0
37216,16,3390242,0.0
37217,17,3390242,0.0
37218,26,3390242,0.0
37219,14,3390242,0.0
37220,3,3876303,5.0
37221,23,3876303,0.0
37222,24,3876303,0.0
37223,27,3876303,0.0
37224,21,3876303,60.0
37225,25,3876303,0.0
37226,29,3876303,0.0
37227,30,3876303,0.0
37228,22,3876303,0.0
37229,28,3876303,0.0
37230,31,3876303,0.0
37231,18,3876303,0.0
37232,13,3876303,0.0
37233,19,3876303,209.91
37234,20,3876303,9.6
37235,15,3876303,0.0
37236,16,3876303,0.0
37237,17,3876303,0.0
37238,26,3876303,0.0
37239,14,3876303,1.95
37240,3,1844156,304.09
37241,23,1844156,0.51
37242,24,1844156,0.18
37243,27,1844156,0.0
37244,21,1844156,0.0
37245,25,1844156,0.0
37246,29,1844156,0.0
37247,30,1844156,0.0
37248,22,1844156,2.53
37249,28,1844156,0.0
37250,31,1844156,0.0
37251,18,1844156,0.0
37252,13,1844156,0.0
37253,19,1844156,2.2
37254,20,1844156,4.62
37255,15,1844156,4.6
37256,16,1844156,0.0
37257,17,1844156,0.0
37258,26,1844156,0.0
37259,14,1844156,0.0
37260,3,1987388,906.18
37261,23,1987388,0.0
37262,24,1987388,0.0
37263,27,1987388,189.49
37264,21,1987388,0.0
37265,25,1987388,10.26
37266,29,1987388,0.0
37267,30,1987388,0.0
37268,22,1987388,284.15
37269,28,1987388,0.0
37270,31,1987388,0.0
37271,18,1987388,0.0
37272,13,1987388,204.63
37273,19,1987388,7.0
37274,20,1987388,239.88
37275,15,1987388,13.16
37276,16,1987388,267.15
37277,17,1987388,0.0
37278,26,1987388,0.0
37279,14,1987388,20.0
37280,3,1016289,161.49
37281,23,1016289,0.0
37282,24,1016289,0.0
37283,27,1016289,0.0
37284,21,1016289,0.0
37285,25,1016289,0.0
37286,29,1016289,0.0
37287,30,1016289,0.0
37288,22,1016289,0.0
37289,28,1016289,0.0
37290,31,1016289,0.0
37291,18,1016289,0.0
37292,13,1016289,0.0
37293,19,1016289,0.0
37294,20,1016289,0.0
37295,15,1016289,0.0
37296,16,1016289,0.0
37297,17,1016289,0.0
37298,26,1016289,0.0
37299,14,1016289,0.0
37300,3,2212456,1486.92
37301,23,2212456,60.0
37302,24,2212456,0.0
37303,27,2212456,21.38
37304,21,2212456,0.0
37305,25,2212456,0.0
37306,29,2212456,0.0
37307,30,2212456,11.44
37308,22,2212456,0.0
37309,28,2212456,71.0
37310,31,2212456,0.0
37311,18,2212456,0.0
37312,13,2212456,104.89
37313,19,2212456,0.0
37314,20,2212456,26.16
37315,15,2212456,0.0
37316,16,2212456,0.0
37317,17,2212456,0.0
37318,26,2212456,0.0
37319,14,2212456,0.0
37320,3,3415844,195.0
37321,23,3415844,0.0
37322,24,3415844,0.0
37323,27,3415844,0.0
37324,21,3415844,0.0
37325,25,3415844,0.0
37326,29,3415844,195.0
37327,30,3415844,0.0
37328,22,3415844,0.0
37329,28,3415844,0.0
37330,31,3415844,0.0
37331,18,3415844,0.0
37332,13,3415844,0.0
37333,19,3415844,0.0
37334,20,3415844,0.0
37335,15,3415844,0.0
37336,16,3415844,0.0
37337,17,3415844,0.0
37338,26,3415844,0.0
37339,14,3415844,0.0
37340,3,3139520,0.0
37341,23,3139520,1.5
37342,24,3139520,0.0
37343,27,3139520,0.0
37344,21,3139520,0.0
37345,25,3139520,1.5
37346,29,3139520,0.0
37347,30,3139520,0.0
37348,22,3139520,20.0
37349,28,3139520,0.0
37350,31,3139520,0.0
37351,18,3139520,0.0
37352,13,3139520,0.0
37353,19,3139520,0.0
37354,20,3139520,0.0
37355,15,3139520,0.0
37356,16,3139520,0.0
37357,17,3139520,0.0
37358,26,3139520,0.0
37359,14,3139520,1.75
37360,3,512722,0.0
37361,23,512722,0.0
37362,24,512722,0.0
37363,27,512722,0.0
37364,21,512722,0.0
37365,25,512722,0.0
37366,29,512722,0.44
37367,30,512722,0.0
37368,22,512722,0.0
37369,28,512722,0.0
37370,31,512722,0.0
37371,18,512722,0.0
37372,13,512722,0.0
37373,19,512722,0.0
37374,20,512722,0.0
37375,15,512722,0.0
37376,16,512722,0.0
37377,17,512722,0.0
37378,26,512722,0.0
37379,14,512722,0.0
37380,3,1349734,197.0
37381,23,1349734,0.0
37382,24,1349734,0.0
37383,27,1349734,0.0
37384,21,1349734,100.0
37385,25,1349734,0.0
37386,29,1349734,0.0
37387,30,1349734,0.0
37388,22,1349734,0.0
37389,28,1349734,0.0
37390,31,1349734,0.0
37391,18,1349734,0.0
37392,13,1349734,0.0
37393,19,1349734,0.0
37394,20,1349734,0.0
37395,15,1349734,0.0
37396,16,1349734,0.0
37397,17,1349734,0.0
37398,26,1349734,0.0
37399,14,1349734,0.0
37400,3,3120557,0.0
37401,23,3120557,0.0
37402,24,3120557,0.0
37403,27,3120557,0.0
37404,21,3120557,9.71
37405,25,3120557,0.0
37406,29,3120557,0.0
37407,30,3120557,0.0
37408,22,3120557,0.0
37409,28,3120557,0.0
37410,31,3120557,0.0
37411,18,3120557,12.0
37412,13,3120557,0.0
37413,19,3120557,0.0
37414,20,3120557,20.84
37415,15,3120557,0.0
37416,16,3120557,0.0
37417,17,3120557,535.0
37418,26,3120557,0.0
37419,14,3120557,0.0
37420,3,2099957,9000.0
37421,23,2099957,0.0
37422,24,2099957,0.0
37423,27,2099957,0.0
37424,21,2099957,0.0
37425,25,2099957,0.0
37426,29,2099957,0.0
37427,30,2099957,0.0
37428,22,2099957,0.0
37429,28,2099957,2000.0
37430,31,2099957,0.0
37431,18,2099957,0.0
37432,13,2099957,0.0
37433,19,2099957,0.0
37434,20,2099957,0.0
37435,15,2099957,0.0
37436,16,2099957,0.0
37437,17,2099957,0.0
37438,26,2099957,0.0
37439,14,2099957,0.0
37440,3,816670,24.02
37441,23,816670,0.0
37442,24,816670,0.0
37443,27,816670,0.0
37444,21,816670,0.0
37445,25,816670,0.0
37446,29,816670,0.0
37447,30,816670,0.0
37448,22,816670,0.0
37449,28,816670,0.0
37450,31,816670,0.0
37451,18,816670,0.0
37452,13,816670,0.0
37453,19,816670,0.0
37454,20,816670,9.5
37455,15,816670,0.0
37456,16,816670,141.91
37457,17,816670,774.99
37458,26,816670,0.0
37459,14,816670,0.0
37460,3,902481,1311.35
37461,23,902481,325.87
37462,24,902481,0.0
37463,27,902481,117.14
37464,21,902481,0.0
37465,25,902481,154.55
37466,29,902481,0.0
37467,30,902481,76.11
37468,22,902481,0.0
37469,28,902481,0.0
37470,31,902481,0.0
37471,18,902481,0.0
37472,13,902481,88.65
37473,19,902481,0.0
37474,20,902481,103.46
37475,15,902481,56.0
37476,16,902481,71.03
37477,17,902481,18.48
37478,26,902481,0.0
37479,14,902481,0.0
37480,3,4346808,67.01
37481,23,4346808,0.0
37482,24,4346808,110.0
37483,27,4346808,0.0
37484,21,4346808,10.0
37485,25,4346808,0.0
37486,29,4346808,0.0
37487,30,4346808,0.0
37488,22,4346808,0.0
37489,28,4346808,2.0
37490,31,4346808,0.0
37491,18,4346808,0.0
37492,13,4346808,0.0
37493,19,4346808,4.0
37494,20,4346808,0.0
37495,15,4346808,0.0
37496,16,4346808,0.0
37497,17,4346808,1.5
37498,26,4346808,0.0
37499,14,4346808,4.0
37500,3,127374,103.04
37501,23,127374,0.0
37502,24,127374,27.0
37503,27,127374,0.0
37504,21,127374,0.0
37505,25,127374,0.0
37506,29,127374,0.0
37507,30,127374,0.0
37508,22,127374,0.0
37509,28,127374,0.0
37510,31,127374,0.0
37511,18,127374,0.0
37512,13,127374,169.61
37513,19,127374,0.0
37514,20,127374,9.95
37515,15,127374,8.35
37516,16,127374,0.0
37517,17,127374,6.12
37518,26,127374,0.0
37519,14,127374,8.74
37520,3,1032499,0.0
37521,23,1032499,2.51
37522,24,1032499,0.0
37523,27,1032499,0.0
37524,21,1032499,0.0
37525,25,1032499,0.0
37526,29,1032499,0.0
37527,30,1032499,0.0
37528,22,1032499,0.0
37529,28,1032499,0.0
37530,31,1032499,0.0
37531,18,1032499,0.0
37532,13,1032499,0.0
37533,19,1032499,0.0
37534,20,1032499,0.0
37535,15,1032499,0.0
37536,16,1032499,0.0
37537,17,1032499,189.0
37538,26,1032499,0.0
37539,14,1032499,0.0
37540,3,370635,0.0
37541,23,370635,0.0
37542,24,370635,0.0
37543,27,370635,0.0
37544,21,370635,0.0
37545,25,370635,0.0
37546,29,370635,0.0
37547,30,370635,0.0
37548,22,370635,0.0
37549,28,370635,0.0
37550,31,370635,0.0
37551,18,370635,0.0
37552,13,370635,50.0
37553,19,370635,0.0
37554,20,370635,0.0
37555,15,370635,0.0
37556,16,370635,0.0
37557,17,370635,0.0
37558,26,370635,0.0
37559,14,370635,0.0
37560,3,460105,0.0
37561,23,460105,0.0
37562,24,460105,0.0
37563,27,460105,0.0
37564,21,460105,0.0
37565,25,460105,0.0
37566,29,460105,0.0
37567,30,460105,0.0
37568,22,460105,5000.0
37569,28,460105,0.0
37570,31,460105,0.0
37571,18,460105,0.0
37572,13,460105,0.0
37573,19,460105,0.0
37574,20,460105,0.0
37575,15,460105,0.0
37576,16,460105,0.0
37577,17,460105,0.0
37578,26,460105,0.0
37579,14,460105,0.0
37580,3,2230631,175.33
37581,23,2230631,0.0
37582,24,2230631,0.0
37583,27,2230631,17.72
37584,21,2230631,118.96
37585,25,2230631,0.0
37586,29,2230631,10.0
37587,30,2230631,0.0
37588,22,2230631,20.0
37589,28,2230631,7.27
37590,31,2230631,0.0
37591,18,2230631,0.0
37592,13,2230631,0.0
37593,19,2230631,54.9
37594,20,2230631,51.93
37595,15,2230631,167.07
37596,16,2230631,556.0
37597,17,2230631,0.0
37598,26,2230631,0.0
37599,14,2230631,0.0
37600,3,3155178,314.58
37601,23,3155178,0.0
37602,24,3155178,0.0
37603,27,3155178,316.97
37604,21,3155178,0.0
37605,25,3155178,0.0
37606,29,3155178,0.0
37607,30,3155178,122.47
37608,22,3155178,150.0
37609,28,3155178,200.0
37610,31,3155178,0.0
37611,18,3155178,10.0
37612,13,3155178,261.08
37613,19,3155178,13.94
37614,20,3155178,26.25
37615,15,3155178,12.98
37616,16,3155178,36.19
37617,17,3155178,6.65
37618,26,3155178,100.0
37619,14,3155178,21.07
37620,3,2209048,0.0
37621,23,2209048,0.0
37622,24,2209048,0.0
37623,27,2209048,200.0
37624,21,2209048,0.0
37625,25,2209048,0.0
37626,29,2209048,0.0
37627,30,2209048,0.0
37628,22,2209048,0.0
37629,28,2209048,0.0
37630,31,2209048,0.0
37631,18,2209048,0.0
37632,13,2209048,0.0
37633,19,2209048,0.0
37634,20,2209048,0.0
37635,15,2209048,0.0
37636,16,2209048,101.0
37637,17,2209048,0.0
37638,26,2209048,0.0
37639,14,2209048,0.0
37640,3,540954,149.07
37641,23,540954,0.0
37642,24,540954,20.0
37643,27,540954,0.0
37644,21,540954,0.0
37645,25,540954,0.0
37646,29,540954,115.0
37647,30,540954,0.0
37648,22,540954,0.0
37649,28,540954,0.0
37650,31,540954,0.0
37651,18,540954,0.0
37652,13,540954,0.0
37653,19,540954,0.0
37654,20,540954,0.0
37655,15,540954,0.0
37656,16,540954,0.0
37657,17,540954,0.0
37658,26,540954,0.0
37659,14,540954,0.0
37660,3,2843412,144.39
37661,23,2843412,0.0
37662,24,2843412,0.0
37663,27,2843412,0.0
37664,21,2843412,0.0
37665,25,2843412,0.0
37666,29,2843412,0.0
37667,30,2843412,0.0
37668,22,2843412,0.0
37669,28,2843412,0.0
37670,31,2843412,0.0
37671,18,2843412,0.0
37672,13,2843412,0.0
37673,19,2843412,0.0
37674,20,2843412,0.0
37675,15,2843412,0.0
37676,16,2843412,0.0
37677,17,2843412,0.0
37678,26,2843412,0.0
37679,14,2843412,0.0
37680,3,1162171,63.24
37681,23,1162171,1.83
37682,24,1162171,0.0
37683,27,1162171,6.2
37684,21,1162171,3.38
37685,25,1162171,110.0
37686,29,1162171,0.0
37687,30,1162171,0.0
37688,22,1162171,0.0
37689,28,1162171,0.0
37690,31,1162171,0.0
37691,18,1162171,0.0
37692,13,1162171,53.67
37693,19,1162171,0.0
37694,20,1162171,22.18
37695,15,1162171,60.03
37696,16,1162171,7.48
37697,17,1162171,0.82
37698,26,1162171,0.0
37699,14,1162171,50.0
37700,3,875399,28.77
37701,23,875399,150.0
37702,24,875399,32.84
37703,27,875399,11.61
37704,21,875399,0.0
37705,25,875399,0.0
37706,29,875399,6.85
37707,30,875399,36.25
37708,22,875399,11.99
37709,28,875399,6.16
37710,31,875399,0.0
37711,18,875399,0.0
37712,13,875399,0.0
37713,19,875399,30.0
37714,20,875399,0.0
37715,15,875399,20.0
37716,16,875399,0.0
37717,17,875399,0.0
37718,26,875399,0.0
37719,14,875399,433.08
37720,3,4447594,221.93
37721,23,4447594,4.0
37722,24,4447594,0.0
